app,category,review,rating,true_sentiment
Spotify,Entertainment,The onboarding was seamless and well-designed.,4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,4,positive
Spotify,Entertainment,The UI looks outdated and cluttered.,2,negative
Spotify,Entertainment,"The interface is super clean and intuitive, love it!",5,positive
Spotify,Entertainment,"Some features are great, others feel unfinished.",3,neutral
Spotify,Entertainment,The search is fast and results are always relevant.,4,positive
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Spotify,Entertainment,"The interface is super clean and intuitive, love it!",5,positive
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,5,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,"Works as expected, nothing groundbreaking.",3,neutral
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",4,positive
Spotify,Entertainment,"Hard to find basic features, navigation is confusing.",2,negative
Spotify,Entertainment,Too many steps to do simple things.,1,negative
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,4,positive
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",4,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,5,positive
Spotify,Entertainment,"Great UX, everything is where you expect it to be.",4,positive
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,4,positive
Spotify,Entertainment,Too many steps to do simple things.,2,negative
Spotify,Entertainment,"Some features are great, others feel unfinished.",3,neutral
Spotify,Entertainment,"Great UX, everything is where you expect it to be.",5,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,"The new update broke everything, please revert.",1,negative
Spotify,Entertainment,Settings are buried under too many menus.,2,negative
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,Too many steps to do simple things.,1,negative
Spotify,Entertainment,"Thoughtful design, love the attention to detail.",5,positive
Spotify,Entertainment,"Decent app, could use some UI improvements.",3,neutral
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Spotify,Entertainment,"Thoughtful design, love the attention to detail.",4,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,4,positive
Spotify,Entertainment,"It is okay, does the job but nothing special.",3,neutral
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,"Thoughtful design, love the attention to detail.",4,positive
Spotify,Entertainment,Settings are buried under too many menus.,1,negative
Spotify,Entertainment,Too many steps to do simple things.,1,negative
Spotify,Entertainment,"Great UX, everything is where you expect it to be.",4,positive
Spotify,Entertainment,"Thoughtful design, love the attention to detail.",5,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,5,positive
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Spotify,Entertainment,Too many steps to do simple things.,1,negative
Spotify,Entertainment,The search is fast and results are always relevant.,5,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,The UI looks outdated and cluttered.,2,negative
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,5,positive
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",5,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,4,positive
Spotify,Entertainment,Too many steps to do simple things.,2,negative
Spotify,Entertainment,"Great UX, everything is where you expect it to be.",4,positive
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,4,positive
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,4,positive
Spotify,Entertainment,"It is okay, does the job but nothing special.",3,neutral
Spotify,Entertainment,"Smooth experience, no bugs, highly recommend.",5,positive
Spotify,Entertainment,"Works as expected, nothing groundbreaking.",3,neutral
Spotify,Entertainment,"Smooth experience, no bugs, highly recommend.",5,positive
Spotify,Entertainment,Settings are buried under too many menus.,1,negative
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,5,positive
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",4,positive
Spotify,Entertainment,"The recent redesign made things worse, not better.",1,negative
Spotify,Entertainment,"Way too many ads, completely ruins the experience.",2,negative
Spotify,Entertainment,Notifications are impossible to configure.,1,negative
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,The UI looks outdated and cluttered.,1,negative
Spotify,Entertainment,The UI looks outdated and cluttered.,2,negative
Spotify,Entertainment,"Hard to find basic features, navigation is confusing.",2,negative
Spotify,Entertainment,"Smooth experience, no bugs, highly recommend.",5,positive
Spotify,Entertainment,"Way too many ads, completely ruins the experience.",2,negative
Spotify,Entertainment,The search is fast and results are always relevant.,5,positive
Spotify,Entertainment,Exactly what I needed. Simple and works perfectly.,5,positive
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Spotify,Entertainment,Too many steps to do simple things.,1,negative
Spotify,Entertainment,The onboarding was seamless and well-designed.,5,positive
Spotify,Entertainment,"Some features are great, others feel unfinished.",3,neutral
Spotify,Entertainment,"Works as expected, nothing groundbreaking.",3,neutral
Spotify,Entertainment,"The interface is super clean and intuitive, love it!",4,positive
Spotify,Entertainment,"Smooth experience, no bugs, highly recommend.",4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,The onboarding was seamless and well-designed.,4,positive
Spotify,Entertainment,"The interface is super clean and intuitive, love it!",4,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,"Thoughtful design, love the attention to detail.",4,positive
Spotify,Entertainment,Good concept but the execution needs work.,3,neutral
Spotify,Entertainment,"Great UX, everything is where you expect it to be.",5,positive
Spotify,Entertainment,Very polished. Updates keep making it better.,5,positive
Spotify,Entertainment,"Best app in its category, the navigation makes sense.",4,positive
Spotify,Entertainment,"It is okay, does the job but nothing special.",3,neutral
Spotify,Entertainment,Beautiful design and very responsive.,4,positive
Google Maps,Navigation,Notifications are impossible to configure.,1,negative
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",4,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"Hard to find basic features, navigation is confusing.",2,negative
Google Maps,Navigation,Settings are buried under too many menus.,1,negative
Google Maps,Navigation,"The new update broke everything, please revert.",2,negative
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,"It is okay, does the job but nothing special.",3,neutral
Google Maps,Navigation,The onboarding was seamless and well-designed.,5,positive
Google Maps,Navigation,Notifications are impossible to configure.,2,negative
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",5,positive
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",5,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,Settings are buried under too many menus.,2,negative
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,Notifications are impossible to configure.,2,negative
Google Maps,Navigation,"Slow loading times, the app freezes constantly.",1,negative
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",4,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,"Works as expected, nothing groundbreaking.",3,neutral
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",4,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,4,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,Very polished. Updates keep making it better.,4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,4,positive
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",5,positive
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,"Works as expected, nothing groundbreaking.",3,neutral
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",4,positive
Google Maps,Navigation,Too many steps to do simple things.,2,negative
Google Maps,Navigation,Good concept but the execution needs work.,3,neutral
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Google Maps,Navigation,Good concept but the execution needs work.,3,neutral
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",4,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,Good concept but the execution needs work.,3,neutral
Google Maps,Navigation,Beautiful design and very responsive.,4,positive
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",5,positive
Google Maps,Navigation,Notifications are impossible to configure.,2,negative
Google Maps,Navigation,The UI looks outdated and cluttered.,1,negative
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",4,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,"The recent redesign made things worse, not better.",1,negative
Google Maps,Navigation,"Way too many ads, completely ruins the experience.",1,negative
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,Good concept but the execution needs work.,3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",5,positive
Google Maps,Navigation,Notifications are impossible to configure.,2,negative
Google Maps,Navigation,The onboarding was seamless and well-designed.,5,positive
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",5,positive
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,4,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"Hard to find basic features, navigation is confusing.",2,negative
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",4,positive
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",5,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,Too many steps to do simple things.,1,negative
Google Maps,Navigation,"Works as expected, nothing groundbreaking.",3,neutral
Google Maps,Navigation,Settings are buried under too many menus.,2,negative
Google Maps,Navigation,Settings are buried under too many menus.,1,negative
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",5,positive
Google Maps,Navigation,"Keeps crashing on my device, unusable.",2,negative
Google Maps,Navigation,The onboarding was seamless and well-designed.,5,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,"The recent redesign made things worse, not better.",1,negative
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",4,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,Notifications are impossible to configure.,2,negative
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,4,positive
Google Maps,Navigation,Good concept but the execution needs work.,3,neutral
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,4,positive
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,"Way too many ads, completely ruins the experience.",1,negative
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,Settings are buried under too many menus.,2,negative
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",5,positive
Google Maps,Navigation,Too many steps to do simple things.,2,negative
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,The UI looks outdated and cluttered.,2,negative
Google Maps,Navigation,"Works as expected, nothing groundbreaking.",3,neutral
Google Maps,Navigation,Beautiful design and very responsive.,5,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,5,positive
Google Maps,Navigation,"Slow loading times, the app freezes constantly.",2,negative
Google Maps,Navigation,"Hard to find basic features, navigation is confusing.",2,negative
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,The UI looks outdated and cluttered.,2,negative
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,The UI looks outdated and cluttered.,1,negative
Google Maps,Navigation,Very polished. Updates keep making it better.,4,positive
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",4,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Google Maps,Navigation,The search is fast and results are always relevant.,4,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Google Maps,Navigation,"The interface is super clean and intuitive, love it!",4,positive
Google Maps,Navigation,"Great UX, everything is where you expect it to be.",4,positive
Google Maps,Navigation,"Slow loading times, the app freezes constantly.",2,negative
Google Maps,Navigation,The onboarding was seamless and well-designed.,4,positive
Google Maps,Navigation,Very polished. Updates keep making it better.,4,positive
Google Maps,Navigation,Too many steps to do simple things.,2,negative
Google Maps,Navigation,The search is fast and results are always relevant.,5,positive
Google Maps,Navigation,"Hard to find basic features, navigation is confusing.",2,negative
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,"Thoughtful design, love the attention to detail.",5,positive
Google Maps,Navigation,"It is okay, does the job but nothing special.",3,neutral
Google Maps,Navigation,"Decent app, could use some UI improvements.",3,neutral
Google Maps,Navigation,"Smooth experience, no bugs, highly recommend.",4,positive
Google Maps,Navigation,"Best app in its category, the navigation makes sense.",5,positive
Google Maps,Navigation,Exactly what I needed. Simple and works perfectly.,5,positive
Google Maps,Navigation,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,Settings are buried under too many menus.,2,negative
Instagram,Social Media,"Way too many ads, completely ruins the experience.",2,negative
Instagram,Social Media,"Thoughtful design, love the attention to detail.",5,positive
Instagram,Social Media,The UI looks outdated and cluttered.,1,negative
Instagram,Social Media,Beautiful design and very responsive.,4,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,5,positive
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,The UI looks outdated and cluttered.,2,negative
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,Settings are buried under too many menus.,1,negative
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,"Keeps crashing on my device, unusable.",1,negative
Instagram,Social Media,"The recent redesign made things worse, not better.",1,negative
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,"The new update broke everything, please revert.",1,negative
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",5,positive
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,Settings are buried under too many menus.,1,negative
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,"The interface is super clean and intuitive, love it!",4,positive
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,"The new update broke everything, please revert.",2,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,Too many steps to do simple things.,1,negative
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,"Way too many ads, completely ruins the experience.",2,negative
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,Beautiful design and very responsive.,4,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,"Slow loading times, the app freezes constantly.",1,negative
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,"The interface is super clean and intuitive, love it!",5,positive
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Great UX, everything is where you expect it to be.",4,positive
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,"Hard to find basic features, navigation is confusing.",2,negative
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,"Slow loading times, the app freezes constantly.",1,negative
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",5,positive
Instagram,Social Media,"Hard to find basic features, navigation is confusing.",2,negative
Instagram,Social Media,Notifications are impossible to configure.,2,negative
Instagram,Social Media,Notifications are impossible to configure.,1,negative
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,5,positive
Instagram,Social Media,"The new update broke everything, please revert.",1,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,"Keeps crashing on my device, unusable.",1,negative
Instagram,Social Media,Beautiful design and very responsive.,5,positive
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,"The new update broke everything, please revert.",2,negative
Instagram,Social Media,"The recent redesign made things worse, not better.",1,negative
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",5,positive
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,Beautiful design and very responsive.,5,positive
Instagram,Social Media,"Thoughtful design, love the attention to detail.",5,positive
Instagram,Social Media,Too many steps to do simple things.,2,negative
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,"Way too many ads, completely ruins the experience.",2,negative
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",5,positive
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Thoughtful design, love the attention to detail.",5,positive
Instagram,Social Media,Beautiful design and very responsive.,4,positive
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,"Smooth experience, no bugs, highly recommend.",4,positive
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,The UI looks outdated and cluttered.,2,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,"It is okay, does the job but nothing special.",3,neutral
Instagram,Social Media,"Way too many ads, completely ruins the experience.",1,negative
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,5,positive
Instagram,Social Media,"The recent redesign made things worse, not better.",1,negative
Instagram,Social Media,Beautiful design and very responsive.,4,positive
Instagram,Social Media,"The recent redesign made things worse, not better.",1,negative
Instagram,Social Media,"Slow loading times, the app freezes constantly.",1,negative
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,Notifications are impossible to configure.,2,negative
Instagram,Social Media,"Great UX, everything is where you expect it to be.",4,positive
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,Too many steps to do simple things.,2,negative
Instagram,Social Media,Too many steps to do simple things.,1,negative
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Works as expected, nothing groundbreaking.",3,neutral
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,Very polished. Updates keep making it better.,5,positive
Instagram,Social Media,"The new update broke everything, please revert.",1,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,Too many steps to do simple things.,2,negative
Instagram,Social Media,"The interface is super clean and intuitive, love it!",5,positive
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,The search is fast and results are always relevant.,5,positive
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,5,positive
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,"Decent app, could use some UI improvements.",3,neutral
Instagram,Social Media,"Way too many ads, completely ruins the experience.",2,negative
Instagram,Social Media,Exactly what I needed. Simple and works perfectly.,4,positive
Instagram,Social Media,"Some features are great, others feel unfinished.",3,neutral
Instagram,Social Media,"Hard to find basic features, navigation is confusing.",1,negative
Instagram,Social Media,The onboarding was seamless and well-designed.,5,positive
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,The onboarding was seamless and well-designed.,5,positive
Instagram,Social Media,Too many steps to do simple things.,2,negative
Instagram,Social Media,Settings are buried under too many menus.,1,negative
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",4,positive
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,"Great UX, everything is where you expect it to be.",5,positive
Instagram,Social Media,The UI looks outdated and cluttered.,2,negative
Instagram,Social Media,"Keeps crashing on my device, unusable.",2,negative
Instagram,Social Media,"Best app in its category, the navigation makes sense.",5,positive
Instagram,Social Media,Very polished. Updates keep making it better.,4,positive
Instagram,Social Media,Good concept but the execution needs work.,3,neutral
Instagram,Social Media,The search is fast and results are always relevant.,4,positive
Instagram,Social Media,Settings are buried under too many menus.,1,negative
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
Instagram,Social Media,"Slow loading times, the app freezes constantly.",2,negative
Instagram,Social Media,The onboarding was seamless and well-designed.,4,positive
